Codigo Cliente;Cliente;Fecha Nacimiento
636;Lucía Marquez Cantero;1964-09-30
637;Rosendo Vidal Cerdán;1992-11-11
638;Ainoa Manso Hernández;1966-01-14
639;Conrado del Sainz;1975-03-28
640;Rita Saez Nebot;1958-01-07
641;Alcides Bejarano Pareja;2002-05-18
642;Ulises Porcel Vila;1951-04-07
643;Albano Amaro Pla Castañeda;1972-06-17
644;Tania Malo Tur;1977-04-21
645;Merche Palacio Vázquez;1998-08-26
646;Josefa Guillen Salmerón;1967-02-12
647;Manola Mínguez Navas;1957-07-24
648;Águeda Saura Perera;1956-04-19
649;Paulino Josué Calleja Jurado;1976-09-06
650;Felipa de Gálvez;2001-03-19
651;Marcia Noemí Soto Prieto;1974-01-04
652;Felix Clavero-Gimeno;1950-09-27
653;Pilar Monreal;1957-07-25
654;Miguel Ángel Sandoval;1992-12-09
655;Rogelio Miranda Espinosa;1992-05-02
656;Reina Martinez Sans;1997-03-09
657;Montserrat Nebot Ródenas;1978-03-14
658;Ileana Piquer Beltrán;1959-03-30
659;Leopoldo Ordóñez-Cazorla;1991-12-13
660;Arturo Higueras Monreal;1994-02-13
661;Mateo Cuesta Marqués;1972-12-02
662;Manuelita Guerrero Izquierdo;1993-03-13
663;Rita Arenas Fernandez;1999-06-09
664;Rosario Vito Noguera Pino;1952-02-23
665;Danilo Sierra-Gilabert;1991-09-05
666;Gisela de Soler;1982-03-26
667;Álvaro Piquer Ródenas;1979-11-21
668;Adelia Herranz Aragón;1954-07-12
669;Natividad Duran Ayala;1948-07-17
670;Donato Ribas Domínguez;1982-09-17
671;Ildefonso de Guerrero;1955-03-26
672;Jesusa Nilda Bernad Frías;1986-10-02
673;Rafaela Fabra-Garrido;1985-01-06
674;Ricardo Luís Pedrero;1963-12-09
675;Trini Aura Barranco Casas;1995-05-23
676;Kike Palmer Aliaga;1992-08-17
677;Lorenzo Reina Isern;2002-04-03
678;Camila Garcés-Parra;1981-08-22
679;Zacarías Arregui Bolaños;1992-01-06
680;Dionisio de Rosell;1992-05-22
681;Fátima González López;1985-05-15
682;Victoriano Santos Paredes Rocamora;1984-11-30
683;Alejandro Vera;1971-02-06
684;Marianela Amorós Pina;1967-02-11
685;Emiliana Ani Bas Cueto;1947-11-09
686;Pablo Tormo Hervás;1969-06-23
687;Celestina de Piñeiro;1984-12-23
688;Abraham Serra Cortina;1949-09-09
689;María José del Aroca;2000-08-07
690;Anselma Maestre Roura;1996-01-14
691;Antonia Almagro Samper;2001-12-10
692;Wálter Gimenez Sola;1971-06-30
693;Evangelina Cerdá Sales;2001-10-31
694;Ignacio de Adán;1962-06-14
695;Lucho Camacho-Riquelme;1992-08-21
696;Teo Hernando Gordillo;1969-12-02
697;Ezequiel del Torrent;2003-10-15
698;Jacinto Zorrilla Dávila;1955-08-18
699;Demetrio Camps-Abascal;1981-06-22
700;Virginia Felipa Rius Leon;1996-03-14
701;Leonel Salcedo Arco;2005-06-08
702;Isidro Alejo Perea Guillen;1992-09-01
703;Leoncio Montero-Garzón;1998-06-07
704;Agapito Hernando Menendez;1980-03-29
705;Mayte Tomé Pulido;1971-12-26
706;Sandra Carrera Tamarit;1998-10-07
707;Dorita Torrent;1980-06-17
708;Rosa Hoz Aznar;1977-12-13
709;Che del Galván;2003-02-16
710;Sancho Cortina Beltrán;1997-08-12
711;Corona Cifuentes Tomas;1975-12-10
712;Gustavo Gisbert;1979-03-04
713;Amaya Quesada-Aparicio;1993-12-23
714;Fabio de Miralles;1981-07-28
715;Maximiano Leal Quirós;1948-09-13
716;Tomás Quintana Verdugo;1972-12-20
717;Rómulo Pancho Gonzalo Rincón;1982-09-11
718;Florentina Carmona Lluch;2000-06-27
719;Selena Salcedo Pardo;1984-05-30
720;Miguel Ángel de Valera;1994-09-07
721;Rafaela Cámara Blazquez;1950-09-30
722;Abril Coca-Ayala;1960-10-11
723;Jose Osorio Calatayud;1948-04-16
724;Luz Olivares Castejón;1991-06-01
725;Geraldo Núñez-Leiva;1996-09-02
726;Onofre Ayala Gallo;1990-05-09
727;Amarilis Sales Noriega;1987-05-28
728;Rómulo Viña Barral;1977-06-07
729;Inés Cabello;1977-07-11
730;Juan Vilalta Nogués;2000-10-31
731;Cosme Arranz Carmona;1957-07-23
732;Sosimo Arnau;2005-05-03
733;Hector Bonilla;1982-11-20
734;Fidela Haydée Diaz Mayo;1975-09-01
735;Alejandra Arenas Córdoba;1959-03-22
736;Mario Pelayo Torrents;1985-10-11
737;Evelia Acevedo Ricart;1962-10-10
738;José Antonio José Luis Alonso Fernandez;1966-03-16
739;Norberto Castellanos Correa;1983-03-01
740;Isabel Larrea Revilla;1981-04-11
741;Vicenta del Gonzalo;1975-11-11
742;Damián Mosquera Villena;1982-01-16
743;Amador del Bou;1973-09-16
744;Wilfredo Erasmo Pedrero Diéguez;1980-12-17
745;Amalia Barranco Barragán;1952-10-03
746;Susanita Cámara;1991-05-14
747;Pepito Echeverría Mosquera;1966-06-22
748;Ignacia Múñiz;1995-07-02
749;Adriana Barón Barrena;1962-02-15
750;Beatriz Amigó;1952-10-20
751;Liliana Luisina Cerro Pont;1963-03-29
752;Maite Castañeda;1984-12-15
753;Moreno Quique Agustín Serna;2000-11-02
754;Guillermo Pont Carnero;1966-03-27
755;Diana Oliva Nadal;1986-12-16
756;Vito Alberola;1948-12-04
757;Lara Toro Murillo;1969-02-06
758;Sebastián Bou Pombo;1971-07-05
759;Luis Miguel Novoa-Vaquero;1973-04-06
760;Dora Rozas Ocaña;1979-04-27
761;Marcos Fabra Macías;2002-05-13
762;Alondra Heredia Higueras;1974-07-05
763;Maricruz Buendía;1992-01-21
764;Plácido Palau-Agullo;1984-06-04
765;Loreto Segura Malo;1985-10-17
766;Borja Garay;1996-05-21
767;Ariel Mármol;1971-10-13
768;Amanda Beltrán Segura;1996-07-09
769;Renata Uribe;1981-02-08
770;Prudencio Revilla Millán;1993-07-23
771;Bernardo Calatayud Ferrán;1949-11-05
772;Isabel Exposito Aroca;1969-07-04
773;Claudia Tena Trillo;1961-11-14
774;Alex Aguirre Azcona;1969-03-12
775;Primitiva de Cuervo;1999-05-31
776;Elías Román Fajardo;1994-11-30
777;Mauricio Lucas-Porras;2001-06-04
778;Leoncio Isern Barba;1990-04-17
779;Heraclio Alemany Amigó;1947-07-29
780;María Ángeles Vélez Ricart;1970-03-16
781;Jordi Paz Palomar;1957-07-02
782;Íñigo Falcó Navarro;1972-09-23
783;Chucho Prieto;1982-03-05
784;Dalila Fiol;1998-06-22
785;Marcos Cisneros-Montaña;1979-07-19
786;Jacinto de Iglesias;1951-12-21
787;Anita León Alcázar;1998-05-22
788;Ariel Gomez Almansa;1998-07-15
789;Hilda del Losada;1947-12-06
790;Coral Pizarro Murcia;1950-03-03
791;Jose Miguel Yáñez Bas;2001-12-20
792;Isaura Dorotea Cantero Franch;1989-09-24
793;Manu Maestre;1951-10-06
794;Purificación Torralba-Benítez;1989-12-01
795;Wálter del Río;1993-10-09
796;Ligia Sans;1977-07-12
797;Dionisia Perera Alcázar;1965-02-11
798;Alberto de Carpio;1974-03-26
799;Maxi Berenguer Valenzuela;1997-03-04
800;Ana Sofía de Cantón;1976-09-29
801;Adoración Arenas Castejón;2000-06-23
802;Fabiola Ferrán Durán;1988-10-22
803;Onofre Alcántara Tolosa;1975-03-05
804;Desiderio Gerardo Beltrán Blanca;1988-02-24
805;Ezequiel Vergara Gallardo;1957-03-14
806;Heraclio Cárdenas Vall;1991-10-01
807;Susana de Trillo;1958-06-03
808;Jose Ignacio Pascual Caballero;1954-02-11
809;Xiomara Galván Expósito;2002-07-11
810;Josefina Caballero Polo;1949-05-02
811;Vicente Pánfilo España Tur;1953-02-01
812;Albino del Salgado;2003-11-02
813;Cruz de Verdugo;1976-05-08
814;Elvira Noa Moles Borrell;1963-05-30
815;Mireia Acedo Crespi;1995-01-01
816;Concepción Puerta-Español;1964-07-18
817;Nacho del Fortuny;1960-03-19
818;Baltasar Alfredo Salinas Menéndez;1991-01-03
819;Florentino Lago Ibáñez;1987-12-24
820;Violeta de Iniesta;1956-04-04
821;Francisco Jose Asensio Agustín;1954-01-17
822;Eduardo Ramón Dominguez;1948-11-22
823;Venceslás Serrano;1962-01-02
824;Ezequiel Mariano Riquelme Baños;1988-02-02
825;Adriana Pinedo;2004-12-19
826;Lino del Roca;1998-10-10
827;Leocadia Bermudez Garriga;1999-03-21
828;Tomasa Manuel Gibert;1995-11-13
829;Fabián Lladó Velázquez;1975-06-21
830;Pastora Tirado;1981-07-08
831;Caridad Carmen Almagro Feliu;2004-03-22
832;Julio César Valentín Delgado;1977-06-02
833;Natanael Blanch Viñas;1963-04-16
834;Perla Oliveras Mendez;1957-09-13
835;Remigio Rovira Real;1993-03-14
836;Telmo Abad;1954-08-19
837;Manola Peinado Cañete;1973-06-16
838;Miguela Botella Suárez;1970-04-10
839;Pablo Meléndez Ramírez;1969-10-08
840;Raquel de Abril;1960-09-11
841;Eliseo Toro Bello;1980-01-01
842;Gabriela Trillo Bermudez;1995-04-21
843;Héctor Garmendia Plaza;1968-10-29
844;Primitiva Beltran Uribe;1971-11-04
845;Tomasa Carrasco Vázquez;2002-04-23
846;Trini de Pallarès;2002-10-01
847;Irma de Ferrando;1990-11-10
848;Yago Lalo Rodríguez Ureña;1969-05-08
849;Wálter Parra Bernat;1968-06-01
850;Demetrio Jordán Alberto;1953-10-11
851;Azeneth Solsona Ballesteros;1986-02-16
852;Selena de Maza;1966-07-06
853;Valentín Gil Ferrán Cerezo;1997-01-15
854;Merche Mayo Bonet;1979-03-26
855;Olga Garcés;1983-02-11
856;Rodrigo del Jove;1950-03-15
857;Ezequiel Salas-Rivero;1952-02-15
858;Fidela Riquelme-Berenguer;1974-08-18
859;Tere Carmona;1970-09-29
860;Bienvenida Cantero Bou;1953-01-14
861;Amalia Egea Quintero;1995-01-05
862;Porfirio de Royo;1968-04-06
863;Custodia Sanmartín Silva;1963-06-04
864;Néstor Pelayo Álvaro;1985-11-17
865;María Pilar Morán Adadia;1964-12-08
866;Tatiana Mateo Herrera;1988-10-03
867;Joaquina Bermejo Calatayud;2001-11-30
868;Aureliano Bou-Galindo;1985-07-05
869;Irma Alcántara Chaves;1971-09-03
870;Maxi Bolaños Asensio;1987-03-14
871;Josep Ródenas Gutierrez;1984-12-22
872;Javier Ferrándiz Gil;1982-11-25
873;Lucio Espiridión Iniesta Monreal;1951-09-24
874;Esmeralda Atienza Toledo;1986-06-07
875;Adelia Monreal Oliva;1955-10-17
876;José García Torrents;1951-04-06
877;Fernanda Haro;1989-07-30
878;Bruno Larrea;1959-12-01
879;Luciano Huguet;1955-11-22
880;Leoncio Taboada Calvo;1954-07-10
881;Lupe Samper Losada;1996-11-14
882;María Jesús Guerra Caro;1985-11-21
883;Gabriela Cámara Roselló;1988-04-27
884;Eulalia Azcona Calzada;1971-06-03
885;Jose Carlos Vara Goñi;1965-01-21
886;Isaac Briones Jaén;1967-07-11
887;Nazaret Marqués Montes;1990-09-05
888;Gala Caridad Mármol Valle;1995-05-05
889;Octavio Meléndez Cañas;1957-07-03
890;Tatiana Roda Sacristán;1961-05-10
891;Chus Calderon Morillo;1968-01-14
892;Américo del Macias;1977-01-02
893;Evita Pozo Ropero;1987-08-30
894;Vinicio Miralles Arco;1966-11-03
895;Pastor Ramón Ferrán;1967-03-27
896;Calixta Manola Camacho Aguilera;1955-06-01
897;Jose Carlos Pagès Lasa;1987-06-22
898;Marita Riquelme Castells;1958-06-01
899;Fabio Bilbao Jordán;1985-12-28
900;Juanita Olmo;1962-10-30
901;Ana López Roselló;1978-09-06
902;Griselda Villar Casals;2003-06-23
903;Remigio Carretero Barco;1974-05-14
904;Quique Jerez Lerma;1952-04-28
905;África Eva Mateos Jaén;1979-01-31
906;Heriberto Juárez Cobos;1988-07-20
907;Edelmira de Amat;1973-06-09
908;Consuela Vidal Segura;1971-03-10
909;Amílcar Diaz Ballesteros;1948-07-01
910;René Pelayo-Ortiz;1978-09-26
911;Celso Cobos Crespi;1977-05-27
912;Julieta Folch Artigas;1970-01-20
913;Diego Bermudez;1954-08-01
914;Zoraida de Pablo;1952-04-29
915;Ezequiel Fernandez;1957-02-22
916;Juan Bautista de Téllez;1979-05-23
917;Ágata Blanes Palomo;1961-01-22
918;Rafael Peñalver;2001-03-21
919;Edelmiro Che Gárate Rodríguez;1948-09-19
920;Apolonia Adán Niño;1968-10-28
921;Esteban Pazos Vilalta;1957-09-17
922;Griselda Susana Tovar Rebollo;1948-04-10
923;Luis Nebot Iniesta;1979-01-11
924;Jenny Gabaldón;1973-04-24
925;Santos Fuster;1967-12-27
926;José Ángel Nebot Aguilar;1959-07-17
927;Nazaret Rosa Rodriguez;1984-10-10
928;Rolando del Saez;1997-05-24
929;María Montalbán Calderon;1996-06-06
930;Macaria Medina Lozano;1984-06-05
931;Segismundo Losada-Pascual;2004-07-20
932;Alma Jara-Abril;1969-12-14
933;Xavier Romeu Luján;1955-01-17
934;Eusebio Alcalde Peiró;1951-10-24
935;Soraya Montesinos Mendoza;1995-03-29
936;Jose Miguel Guerra;1964-08-26
937;Oriana Menendez-Santamaría;1964-07-28
938;Porfirio Campillo-Beltran;1973-10-16
939;Marcial Barrios Alegre;1967-05-13
940;Dionisia Chaparro Gibert;2003-11-12
941;Marisela Dalmau Morera;2003-07-06
942;Victor Manuel de Bou;1952-08-05
943;Ema Melisa Mariño Ibáñez;1987-11-01
944;Cruz Alba Casanovas;1965-08-21
945;Ulises Cesar Sáenz Alvarado;1956-08-12
946;Nacio Andres Díaz;1973-11-06
947;Felisa Cabo Acosta;2002-07-29
948;Adelina Cervantes Amorós;1991-07-12
949;Juan Carlos Solsona Rivas;1954-03-17
950;Ceferino Chema Barco Pina;1952-11-03
951;Noelia Figueroa Tenorio;1995-05-07
952;Rosalina Amores;1948-11-05
953;Jacobo Gámez Tudela;2003-02-27
954;Delia Benigna Cerdá Mármol;1981-06-29
955;Fabiola Collado Tapia;1956-07-17
956;Cruz Roselló Gras;1959-03-24
957;Toño Prats-Plana;1985-04-02
958;Flor Alba Clemente;1958-12-20
959;Selena Baños Rosales;1951-08-11
960;Encarnita Galván Porcel;1970-04-20
961;Eladio Paredes Ribas;1993-11-30
962;Fausto Fonseca-Tirado;1954-02-26
963;Amada Padilla Ávila;1991-02-06
964;Clotilde Aller Jove;1953-12-10
965;Manola de Cisneros;1963-10-26
966;Emiliano Bas;1993-03-17
967;Vanesa Sanmiguel Solís;1987-05-17
968;Loida Cornejo;1951-09-22
969;Goyo Damián Hierro Gil;1978-05-11
970;Natividad Calderon Jerez;1969-09-05
971;Bernardita Vargas Solé;1952-01-05
972;Aarón Álvaro Díez Aguirre;2004-05-11
973;Carolina Mercedes Martinez Carrera;1949-12-05
974;Leopoldo Báez Dalmau;1995-02-27
975;Goyo Beltrán Rius;1985-09-18
976;Amparo Pol Ojeda;1961-05-06
977;Leandro Arenas-Iborra;1964-08-20
978;Amaro Cervera Reyes;1978-12-13
979;Fito García-Patiño;2004-03-05
980;Ángela Aramburu-Padilla;1994-11-29
981;Cecilia Cisneros Montserrat;2003-11-13
982;Fidela Blázquez Novoa;2003-10-26
983;Jose Carlos Maldonado;1974-08-11
984;Julio Vall Catalán;1978-12-14
985;Danilo Codina;1954-11-05
986;Ezequiel de Barroso;1974-03-07
987;Dionisio Santamaría Ochoa;1951-09-06
988;Andrea Tamayo Llorens;1965-08-24
989;Herminia Tur Tur;1961-09-03
990;Cornelio Plácido Blazquez Bello;1964-06-06
991;Caridad Rojas;1998-01-03
992;Ester Solano Nuñez;1953-12-09
993;Josefa Patiño Marin;1989-12-03
994;Vinicio Doménech Blasco;1981-09-12
995;Prudencia Clavero Castañeda;1968-03-25
996;Feliciano Falcó Prieto;1949-07-25
997;Alberto Roldán-Asensio;1999-03-01
998;Crescencia Tejada Roma;1975-06-12
999;Vasco Acuña Mínguez;1956-05-26
1000;Sara del Alberdi;1952-08-25
1001;Fulgencio Torrens Anguita;1986-12-28
1002;Hipólito Mínguez Bermúdez;1982-03-28
1003;Guiomar Carrillo Osorio;2003-01-19
1004;Rosaura Villalba Villar;1962-02-17
1005;Manu Vilanova Quintanilla;1951-10-03
1006;Darío Gilabert Aller;1977-04-05
1007;Cleto Benavides Murcia;1967-09-19
1008;Caridad Zurita-Arnaiz;1972-10-16
1009;Montserrat Fernandez Izquierdo;1982-03-11
1010;Adora Alvarado-Perales;1951-01-08
1011;Vicente Rafael Fuster Nogués;1986-11-13
1012;Verónica Ocaña Ponce;1948-05-12
1013;Juanita Arrieta Valencia;2003-05-15
1014;Casandra Noguera Rodriguez;1992-03-02
1015;Patricia Vicente-Camacho;1979-12-11
1016;Maximiano Barco Peiró;1996-09-02
1017;Patricio Vilar Giménez;1972-12-09
1018;Mireia Haro Roldan;1950-10-30
1019;Esmeralda Román Parejo;1988-03-11
1020;Eladio de Blanco;1999-02-18
1021;Camila Pons;1954-10-20
1022;Maximiano Luna;2000-01-28
1023;Jorge Ledesma Abril;1964-08-06
1024;Nayara del Prieto;1955-11-04
1025;Amanda Alemán-Acevedo;1984-04-14
1026;Rosalinda de Quevedo;1963-08-13
1027;Ofelia Haro Lumbreras;1988-03-27
1028;Elvira Campillo Pont;1977-01-23
1029;Lourdes Hernandez;1969-06-01
1030;Juana Enríquez Lloret;2003-02-22
1031;Cesar Glauco Barrera Galán;1998-05-12
1032;Adrián Víctor Murcia Vilar;1949-09-01
1033;Armida Zapata Escrivá;2003-02-26
1034;Maristela Baena Losada;1950-05-06
1035;Febe del Porcel;2000-02-29
1036;Trinidad Mulet;1966-01-04
1037;Encarnita Crespi Mesa;1988-02-05
1038;Eugenia de Plana;1957-03-24
1039;Glauco Villanueva Pineda;1994-06-27
1040;Efraín Solana Ferrández;1959-04-19
1041;Selena Pallarès Torrents;2003-06-08
1042;Saturnino Hernando Cuesta Cortes;1975-08-12
1043;Estefanía Mena;1974-02-14
1044;Manolo Lucena Salvà;1957-05-16
1045;Diana Barreda Sevillano;1994-07-02
1046;Inmaculada Quintana Sureda;1957-01-18
1047;Nieves Rodriguez Herrero;1967-10-06
1048;Mercedes Tenorio Plana;1999-03-21
1049;Adoración Pla Mendizábal;1971-08-20
1050;Gonzalo Barrena Fajardo;1975-08-08
1051;Venceslás Guzman;1999-03-12
1052;Pancho Samper;1997-06-03
1053;Cristian Cabeza-Blazquez;1986-08-27
1054;Consuela Barranco Vilanova;1992-01-02
1055;Salvador Alcolea Zamora;2004-03-03
1056;Blanca Castillo Manso;1979-05-30
1057;Olegario Aliaga-Castellanos;1951-01-27
1058;Reynaldo Guerrero Ramírez;1992-12-26
1059;Wilfredo Ugarte Pedrero;2000-06-29
1060;Eva Chelo Bayo Carlos;1955-04-13
1061;Ximena Pascual Pacheco;2004-01-11
1062;Juanito Artigas;1983-05-09
1063;Juan Antonio Tovar Manzano;1984-06-28
1064;Almudena Álvaro-Lasa;1995-08-20
1065;Teodoro Losa Coello;1994-07-29
1066;Marc Miguel Vega;1971-12-03
1067;Emelina Beltrán Silva;1966-08-12
1068;Pánfilo Vicens Francisco;1987-04-18
1069;Celia Cano Yuste;1997-12-16
1070;Marcelo Sala-Llanos;1959-09-22
1071;María Ángeles Llobet;1962-01-09
1072;Moreno Guijarro Barroso;1982-07-07
1073;Emiliano Lorenzo Rocha;1960-05-05
1074;María Pilar Jiménez-Olmedo;1964-01-28
1075;Pelayo Darío Velasco Benítez;1958-11-15
1076;Danilo Rius;1953-09-19
1077;Lola Alvarez Mas;1989-10-01
1078;Custodio Amador Aller;1985-05-21
1079;Tecla Azahar Bolaños Román;1983-05-09
1080;Pili Carballo;1999-12-09
1081;Enrique Anaya-Millán;1949-12-29
1082;René Pancho Gallart Palomares;1964-10-05
1083;Lucía Miguel Granados;1983-07-02
1084;Julián Cornelio Cuenca Águila;2003-10-19
1085;Salomón Vives Sobrino;1964-07-28
1086;Fortunato Cardona Guzmán;1979-07-30
1087;Moisés Camps Manjón;1960-09-05
1088;Maximino Arce;1977-07-14
1089;Bonifacio del Armengol;1967-07-17
1090;Reynaldo Salamanca Escamilla;1994-12-16
1091;Arturo Calvo Llorente;1978-11-04
1092;Renata Giralt-Pareja;1954-02-03
1093;Lidia Esteve Muro;1999-05-19
1094;Luisina Chaparro Mayol;1985-03-22
1095;Elba Uribe Solsona;1975-03-20
1096;Guillermo Pujol Calvet;1983-03-01
1097;Viviana Yáñez;1952-03-19
1098;Remigio Márquez;1975-05-28
1099;Juanito Alcántara-Girón;1975-08-22
1100;Mayte Carreño Olmo;1967-12-13
1101;Tamara Carballo Busquets;1965-10-24
1102;Modesta Nidia Baeza Burgos;1985-07-18
1103;Guiomar Conesa Castell;1964-12-29
1104;Carlota Landa Pavón;1975-04-07
1105;María Carmen Mata Peiró;1958-01-07
1106;Darío Mas Barrera;1947-11-26
1107;Edelmira Gómez-Leiva;1987-05-01
1108;Flora Eusebia Lucena Báez;1969-11-02
1109;Elba Ana Belén Segovia Martinez;1970-03-24
1110;Pancho Perales Pinilla;1988-12-13
1111;Joaquín Rodriguez Tirado;1986-09-03
1112;Mireia Prats Valle;2003-09-29
1113;José Ángel Rubio-Villalba;1965-09-30
1114;Yésica Tirado Peralta;1961-12-15
1115;Edelmiro Higueras-Diaz;1966-05-06
1116;Carina Martínez Palomino;1988-07-19
1117;Dafne Pont Benet;2000-12-28
1118;Graciela Navas Ortiz;1947-11-01
1119;Modesto Ródenas Marcos;1962-06-12
1120;Odalys Peña-Pardo;1975-06-26
1121;Edmundo Carlito Galiano Escolano;1964-08-26
1122;Febe Ruiz;1975-02-05
1123;Anunciación Escalona Catalán;1993-10-10
1124;Maxi Mayoral Galiano;2003-01-05
1125;Salomé Ariño Uría;1976-12-27
1126;Candelario Sabater-Machado;1947-11-30
1127;Débora Tur Solera;2005-04-23
1128;Marcelo Baquero-Alvarado;1974-11-19
1129;Ana Manzano Correa;1996-03-03
1130;Julio Duilio Uría Almazán;1974-06-29
1131;Simón Ferrer;1959-08-23
1132;Cecilio Pizarro Llorens;1966-04-20
1133;José Ferrero Vendrell;1952-01-31
1134;Rogelio Pera;1947-08-27
1135;Odalys Rey Segarra;1979-12-04
1136;Fabiana Ani Serna Chico;1962-06-26
1137;Olga Sevillano Mulet;1975-12-28
1138;Lola Armida Román Pla;2002-03-20
1139;Chema Garmendia Calderon;1975-12-25
1140;Oriana Martí Ferrero;2004-02-29
1141;Emiliano Villaverde Lago;1981-11-30
1142;Zaira del Correa;1973-06-06
1143;Mateo Querol Cervantes;1991-01-24
1144;Rómulo Guijarro Cabrero;1961-01-22
1145;Isaura Tejera Castillo;1972-05-09
1146;Tania Segovia Roldán;1981-05-12
1147;Zaira Benitez Carrasco;1977-08-17
1148;Osvaldo de Merino;1979-09-17
1149;Rufina Mendez Pina;1969-10-04
1150;Aitor Hierro;1968-06-09
1151;Febe Riera Roura;1969-02-27
1152;Poncio Daza Pedraza;1977-09-18
1153;Víctor Vilar Buendía;1967-08-20
1154;Casemiro Ariza Lago;1953-02-07
1155;Carina Carreño Estévez;1960-12-28
1156;Amalia Araujo Ortuño;1961-07-30
1157;Lina Toledo Rebollo;1960-08-08
1158;Fermín Ezequiel Guerra Sanmartín;1998-06-06
1159;Renata Valdés Pomares;1998-11-07
1160;Gerardo Llano Borrell;1960-11-15
1161;Félix Ramirez-Uría;1971-08-02
1162;Lina Montserrat Gordillo;1995-06-01
1163;Jose Angel Rincón Salas;1965-09-11
1164;Blanca Gomila Godoy;1971-06-13
1165;Merche Rosa Villalonga;1992-02-12
1166;Wálter Feijoo;1949-04-30
1167;Edelmira Larrañaga Goicoechea;1970-04-29
1168;Selena de Carretero;1985-07-16
1169;Almudena Natalia Font Amigó;1963-09-06
1170;Rita Ballesteros Belmonte;1973-03-07
1171;Guadalupe Lino Noriega Pardo;1977-12-25
1172;Alex Cabañas Cánovas;2005-01-19
1173;Noé del Checa;1952-07-14
1174;Guadalupe Losa Frutos;2000-07-30
1175;Moisés Miguel Reig;1989-08-02
1176;Efraín Castilla Plana;1985-09-21
1177;Severiano de Aroca;1971-02-12
1178;Íngrid Calixta Gaya Simó;1973-05-07
1179;Chita Escolano Salas;1962-06-03
1180;Julie Arteaga-Benitez;1987-08-06
1181;Jacobo Fuentes Riquelme;1957-01-09
1182;Enrique Plácido Rozas Acedo;1955-02-13
1183;Moreno Morell Sevilla;1953-07-02
1184;Marianela Mesa Espinosa;1972-09-29
1185;Nacio Fajardo;1949-02-08
1186;Teodoro Ayala Manso;1995-11-19
1187;Adoración Núñez-Neira;1960-06-13
1188;Lucio Aguirre Benítez;1956-06-10
1189;Fabiola de Carreño;1997-08-19
1190;Santos Mendoza Guitart;1956-11-21
1191;Ofelia Amaya Vergara;1998-01-03
1192;Marta Abad-Toledo;1994-11-25
1193;Luís de Dávila;1957-10-28
1194;Sebastian Almagro Merino;1995-01-31
1195;Adela Soriano-Guardiola;1982-08-07
1196;Patricio Almagro Salom;1955-10-08
1197;Manolo Daza Echevarría;1958-05-04
1198;Desiderio Mínguez Valenzuela;1981-07-31
1199;Ruy Dalmau-Arce;2003-06-27
1200;Raúl Parejo Galán;1962-11-13
